id,category,question,gold,full_pred,semantic_pred
241,Graph Pattern Matching,"Show me all threat groups, the techniques they use, and the mitigations for those techniques.","MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXMITIGATES]-(m:UcoexMITIGATIONS) RETURN g.ucoexNAME, t.ucoexNAME, m.ucoexNAME","MATCH (group:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(technique:UcoexMITREATTACK)<-[:UCOEXMITIGATES]-(mitigation:UcoexMITIGATIONS) RETURN group, technique, mitigation LIMIT 10","MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXMITIGATES]-(m:UcoexMITIGATIONS) 
RETURN DISTINCT g.ucoexNAME, t.ucoexNAME, m.ucoexNAME"
242,Graph Pattern Matching,"Find campaigns, their attributed groups, and the techniques they use.","MATCH (g:UcoexGROUPS)<-[:UCOEXATTRIBUTEDTO]-(c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t:UcoexMITREATTACK) RETURN c.ucoexNAME, g.ucoexNAME, t.ucoexNAME","MATCH (campaign:UcoexCAMPAIGNS)-[:UCOEXATTRIBUTEDTO]->(group:UcoexGROUPS)<-[:UCOEXGROUPUSESTECHNIQUE]-(technique:UcoexMITREATTACK) RETURN campaign, group, technique","MATCH (g:UcoexGROUPS)<-[:UCOEXATTRIBUTEDTO]-(c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t:UcoexMITREATTACK) RETURN DISTINCT c.ucoexNAME, g.ucoexNAME, t.ucoexNAME"
243,Graph Pattern Matching,Show me which groups use software that in turn employ specific ATT&CK techniques.,"MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE)-[:UCOEXSOFTWAREUSESTECHNIQUE]->(t:UcoexMITREATTACK) RETURN g.ucoexNAME, s.ucoexNAME, t.ucoexNAME","MATCH (group:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(software:UcoexSOFTWARE)-[:UCOEXSOFTWAREUSESTECHNIQUE]->(technique:UcoexMITREATTACK) RETURN group, software, technique LIMIT 10","MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE)-[:UCOEXSOFTWAREUSESTECHNIQUE]->(t:UcoexMITREATTACK) RETURN DISTINCT g.ucoexNAME, s.ucoexNAME, t.ucoexNAME"
244,Graph Pattern Matching,"Find exploit targets, their vulnerabilities, the CVE-ID, and the affected CPE.","MATCH (et:UcoExploitTarget)-[:UCOHASVULNERABILITY]->(v:UcoVulnerability)-[:UCOHASCVE_ID]->(c:UcoCVE)-[:UCOEXHASCPE]->(p:UcoexCPE) RETURN et.uri, v.ucosummary, c.label, p.cpeName","MATCH (et:UcoExploitTarget)-[:UCOHASVULNERABILITY]->(v:UcoVulnerability)-[:UCOHASCVE_ID]->(cve:UcoCVE)-[:UCOEXHASCPE]->(cpe:UcoexCPE) RETURN et, v, cve, cpe LIMIT 10","MATCH (et:UcoExploitTarget)<-[:UCOHASVULNERABILITY]-(v:UcoVulnerability)-[:UCOHASCVE_ID]->(cve:UcoCVE)-[:UCOEXHASCPE]->(cp:UcoexCPE)
RETURN et.uri, v.name, cve.label, cp.cpeName"
245,Graph Pattern Matching,"Show attack patterns (CAPEC), their related weaknesses (CWE), and the CVEs where those weaknesses were observed.","MATCH (ca:UcoexCAPEC)-[:UCOEXHASRELATEDWEAKNESS]->(w:UcoCWE)-[:UCOHASOBSERVEDEXAMPLE]->(o:UcoexObservedExample)-[:UCOEXEXAMPLEOBSERVEDIN]->(c:UcoCVE) RETURN ca.ucoexCAPEC_name, w.ucocweID, c.label","MATCH (capec:UcoexCAPEC)-[:UCOEXHASRELATEDWEAKNESS]->(cwe:UcoCWE)<-[:UCOHASOBSERVEDEXAMPLE]-(example:UcoexObservedExample)-[:UCOEXEXAMPLEOBSERVEDIN]->(cve:UcoCVE) RETURN capec, cwe, example, cve LIMIT 10","MATCH (ca:UcoexCAPEC)-[:UCOEXHASRELATEDWEAKNESS]->(w:UcoCWE)-[:UCOHASOBSERVEDEXAMPLE]->(o:UcoexObservedExample)-[:UCOEXEXAMPLEOBSERVEDIN]->(c:UcoCVE) RETURN ca.ucoexCAPEC_name, w.ucocweID, c.label"
246,Graph Pattern Matching,Find threat groups and campaigns that both use the same ATT&CK technique.,"MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXCAMPAIGNUSESTECHNIQUE]-(c:UcoexCAMPAIGNS) RETURN g.ucoexNAME, t.ucoexNAME, c.ucoexNAME","MATCH (group:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(technique:UcoexMITREATTACK)<-[:UCOEXCAMPAIGNUSESTECHNIQUE]-(campaign:UcoexCAMPAIGNS) RETURN group, campaign, technique","MATCH (t:UcoexMITREATTACK)<-[:UCOEXGROUPUSESTECHNIQUE]-(g:UcoexGROUPS)-[:UCOEXATTRIBUTEDTO]->(c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t) RETURN DISTINCT g.ucoexNAME, c.ucoexNAME"
247,Graph Pattern Matching,Find threat groups and campaigns that both use the same software.,"MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE)<-[:UCOEXCAMPAIGNUSESSOFTWARE]-(c:UcoexCAMPAIGNS) RETURN g.ucoexNAME, s.ucoexNAME, c.ucoexNAME","MATCH (group:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(software:UcoexSOFTWARE)<-[:UCOEXCAMPAIGNUSESSOFTWARE]-(campaign:UcoexCAMPAIGNS) RETURN DISTINCT group, campaign LIMIT 10","MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE)<-[:UCOEXCAMPAIGNUSESSOFTWARE]-(c:UcoexCAMPAIGNS) RETURN DISTINCT g.ucoexNAME AS group, c.ucoexNAME AS campaign"
248,Graph Pattern Matching,"Show me D3FEND defenses, the ATT&CK techniques they counter, and the groups that use those techniques.","MATCH (d:UcoexMITRED3FEND)-[:UCOEXHASMITREATTACK]->(t:UcoexMITREATTACK)<-[:UCOEXGROUPUSESTECHNIQUE]-(g:UcoexGROUPS) RETURN d.ucoexMITRED3FEND_LABEL, t.ucoexNAME, g.ucoexNAME","MATCH (d3fend:UcoexMITRED3FEND)-[:UCOEXHASMITREATTACK]->(attack:UcoexMITREATTACK)<-[:UCOEXGROUPUSESTECHNIQUE]-(group:UcoexGROUPS) RETURN d3fend, attack, group","MATCH (d:UcoexMITRED3FEND)-[:UCOEXHASMITREATTACK]->(t:UcoexMITREATTACK)<-[:UCOEXGROUPUSESTECHNIQUE]-(g:UcoexGROUPS) RETURN d.ucoexMITRED3FEND_LABEL, t.ucoexNAME, g.ucoexNAME"
249,Graph Pattern Matching,What software tools are used by both 'APT28' and 'Sandworm Team'?,MATCH (g1:UcoexGROUPS {ucoexNAME: 'APT28'})-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE)<-[:UCOEXGROUPUSESSOFTWARE]-(g2:UcoexGROUPS {ucoexNAME: 'Sandworm Team'}) RETURN s.ucoexNAME,MATCH (group1:UcoexGROUPS {ucoexNAME: 'APT28'})-[:UCOEXGROUPUSESSOFTWARE]->(software:UcoexSOFTWARE)<-[:UCOEXGROUPUSESSOFTWARE]-(group2:UcoexGROUPS {ucoexNAME: 'Sandworm Team'}) RETURN DISTINCT software,MATCH (g1:UcoexGROUPS {ucoexNAME: 'APT28'})-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE)<-[:UCOEXGROUPUSESSOFTWARE]-(g2:UcoexGROUPS {ucoexNAME: 'Sandworm Team'}) RETURN DISTINCT s.ucoexNAME
250,Graph Pattern Matching,What ATT&CK techniques are used by both 'APT29' and 'Lazarus Group'?,MATCH (g1:UcoexGROUPS {ucoexNAME: 'APT29'})-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXGROUPUSESTECHNIQUE]-(g2:UcoexGROUPS {ucoexNAME: 'Lazarus Group'}) RETURN t.ucoexNAME,"MATCH (group1:UcoexGROUPS {ucoexNAME: 'APT29'})-[:UCOEXGROUPUSESTECHNIQUE]->(technique)
WITH technique
MATCH (group2:UcoexGROUPS {ucoexNAME: 'Lazarus Group'})-[:UCOEXGROUPUSESTECHNIQUE]->(technique)
RETURN DISTINCT technique.ucoexNAME",MATCH (g1:UcoexGROUPS {ucoexNAME: 'APT29'})-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXGROUPUSESTECHNIQUE]-(g2:UcoexGROUPS {ucoexNAME: 'Lazarus Group'}) RETURN DISTINCT t.ucoexNAME
251,Graph Pattern Matching,Show weaknesses (CWEs) that have observed examples in CVEs that affect 'microsoft:windows_10'.,"MATCH (p:UcoexCPE {cpeName: 'microsoft:windows_10'})<-[:UCOEXHASCPE]-(c:UcoCVE)<-[:UCOEXEXAMPLEOBSERVEDIN]-(o:UcoexObservedExample)<-[:UCOHASOBSERVEDEXAMPLE]-(w:UcoCWE) RETURN DISTINCT w.ucocweID, w.ucocweName",MATCH (cwe:UcoCWE)-[:UCOHASOBSERVEDEXAMPLE]->(observedExample:UcoexObservedExample)<-[:UCOEXEXAMPLEOBSERVEDIN]-(cve:UcoCVE)-[:UCOEXHASCPE]->(cpe:UcoexCPE) WHERE cpe.cpeName CONTAINS 'microsoft:windows_10' RETURN cwe,MATCH (:UcoCVE)-[:UCOEXHASCPE]->(:UcoexCPE {product: 'microsoft:windows_10'})<-[:UCOEXEXAMPLEOBSERVEDIN]-(:UcoexObservedExample)<-[:UCOHASOBSERVEDEXAMPLE]-(cwe:UcoCWE) RETURN DISTINCT cwe.name LIMIT 100
252,Graph Pattern Matching,Find groups using techniques for which there are no mitigations listed.,"MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK) WHERE NOT (t)<-[:UCOEXMITIGATES]-(:UcoexMITIGATIONS) RETURN DISTINCT g.ucoexNAME, t.ucoexNAME","MATCH (technique:UcoexMITREATTACK)-[:UCOEXHASMITIGATIONS]->(mitigation:UcoexMITIGATIONS)
WITH technique, COUNT(mitigation) AS cnt
MATCH (group:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(technique)
RETURN DISTINCT group",MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK) WHERE NOT EXISTS { (m:UcoexMITIGATIONS)-[:UCOEXMITIGATES]->(t) } RETURN DISTINCT g.ucoexNAME
253,Graph Pattern Matching,What threat groups use techniques that are mapped from 'High' severity CAPEC patterns?,"MATCH (ca:UcoexCAPEC {ucoexSeverity: 'High'})-[:UCOEXHASTAXONOMYMAPPING]->(t:UcoexMITREATTACK)<-[:UCOEXGROUPUSESTECHNIQUE]-(g:UcoexGROUPS) RETURN DISTINCT g.ucoexNAME, t.ucoexNAME, ca.ucoexCAPEC_name",MATCH (capec:UcoexCAPEC)-[:UCOEXHASTAXONOMYMAPPING]->(technique:UcoexMITREATTACK)<-[:UCOEXGROUPUSESTECHNIQUE]-(group:UcoexGROUPS) WHERE capec.ucoexSeverity = 'High' RETURN DISTINCT group,MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(:UcoexMITREATTACK)<-[:UCOEXHASTAXONOMYMAPPING]-(ca:UcoexCAPEC {ucoexSeverity: 'High'}) RETURN DISTINCT g.ucoexNAME LIMIT 100
254,Graph Pattern Matching,What campaigns use the same techniques as the 'Mimikatz' software?,"MATCH (s:UcoexSOFTWARE {ucoexNAME: 'Mimikatz'})-[:UCOEXSOFTWAREUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXCAMPAIGNUSESTECHNIQUE]-(c:UcoexCAMPAIGNS) RETURN DISTINCT c.ucoexNAME, t.ucoexNAME","MATCH (software:UcoexSOFTWARE {ucoexNAME: ""Mimikatz""})-[:UCOEXSOFTWAREUSESTECHNIQUE]->(technique:UcoexMITREATTACK)<-[:UCOEXCAMPAIGNUSESTECHNIQUE]-(campaigns:UcoexCAMPAIGNS) RETURN campaigns",MATCH (s:UcoexSOFTWARE {ucoexNAME: 'Mimikatz'})-[:UCOEXSOFTWAREUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXCAMPAIGNUSESTECHNIQUE]-(c:UcoexCAMPAIGNS) RETURN DISTINCT c.ucoexNAME LIMIT 100
255,Graph Pattern Matching,Find 'CRITICAL' CVEs and their related weaknesses (CWEs) that affect 'apache:log4j'.,"MATCH (p:UcoexCPE {cpeName: 'apache:log4j'})<-[:UCOEXHASCPE]-(c:UcoCVE {ucobaseSeverity: 'CRITICAL'})<-[:UCOEXEXAMPLEOBSERVEDIN]-(:UcoexObservedExample)<-[:UCOHASOBSERVEDEXAMPLE]-(w:UcoCWE) RETURN c.label, w.ucocweID, w.ucocweName","MATCH (cve:UcoCVE)-[:UCOEXHASCPE]->(cpe:UcoexCPE)-[]->(cwe:UcoCWE) WHERE cve.ucobaseSeverity = 'CRITICAL' AND cpe.cpeName CONTAINS 'apache:log4j' RETURN cve, cwe LIMIT 10","MATCH (cv:UcoCVE {ucovulnStatus: 'CRITICAL'})-[:UCOHASCVE_ID]->(v:UcoVulnerability)-[:UCOEXAFFECTEDPRODUCT]->(:UcoCPE {label: 'apache:log4j'})<-[:UCOHASVULNERABILITY]-(et:UcoExploitTarget)-[:UCOHASWEAKNESS]->(w:UcoCWE) RETURN DISTINCT cv.uri, w.ucocweID"
256,Comparative and Ranking,Rank threat groups by the number of 'Enterprise' domain techniques they use.,"MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK {ucoexDOMAIN: 'Enterprise'}) RETURN g.ucoexNAME, count(t) AS techniqueCount ORDER BY techniqueCount DESC","MATCH (group:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(technique:UcoexMITREATTACK) WHERE technique.ucoexDOMAIN = ""Enterprise"" WITH group, COUNT(DISTINCT technique) AS cnt ORDER BY cnt DESC RETURN group LIMIT 10","MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK) WHERE t.domain = 'Enterprise' WITH g, COUNT(t) AS enterpriseTechniques RETURN g.ucoexNAME, enterpriseTechniques ORDER BY enterpriseTechniques DESC"
257,Comparative and Ranking,List the top 10 most exploitable 'CRITICAL' CVEs that allow full privilege escalation.,"MATCH (c:UcoCVE {ucobaseSeverity: 'CRITICAL', ucoobtainAllPrivilege: 'true'}) RETURN c.label, toFloat(c.ucoexploitabilityScore) AS exploitScore ORDER BY exploitScore DESC LIMIT 10",MATCH (cve:UcoCVE) WHERE cve.ucobaseSeverity = 'CRITICAL' AND cve.ucoobtainAllPrivilege = true ORDER BY toFloat(cve.ucoexploitabilityScore) DESC RETURN cve LIMIT 10,"MATCH (c:UcoCVE {ucovulnStatus: 'CRITICAL'})-[:UCOHASCVE_ID]->(v:UcoVulnerability)
RETURN c.label, toFloat(c.ucoexploitabilityScore) AS exploitabilityScore"
258,Comparative and Ranking,What is the most popular software tool used by threat groups? List the top 5.,"MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN s.ucoexNAME, count(g) AS groupCount ORDER BY groupCount DESC LIMIT 5","MATCH (group:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(software:UcoexSOFTWARE) WITH software, COUNT(group) AS cnt ORDER BY cnt DESC RETURN software.ucoexNAME AS SoftwareName, cnt LIMIT 5","MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE)
WITH s, COUNT(g) AS count
RETURN s.ucoexNAME, count"
259,Comparative and Ranking,Which weaknesses (CWEs) are associated with the most attack patterns (CAPECs)?,"MATCH (ca:UcoexCAPEC)-[:UCOEXHASRELATEDWEAKNESS]->(w:UcoCWE) RETURN w.ucocweID, w.ucocweName, count(ca) AS capecCount ORDER BY capecCount DESC LIMIT 10","MATCH (capec:UcoexCAPEC)-[:UCOEXHASRELATEDWEAKNESS]->(cwe:UcoCWE)
WITH cwe, COUNT(capec) AS count
RETURN DISTINCT cwe.ucocweID, cwe.ucocweName LIMIT 10","MATCH (ca:UcoexCAPEC)-[:UCOEXHASRELATEDWEAKNESS]->(w:UcoCWE) RETURN w.ucocweID, count(ca) AS patternCount ORDER BY patternCount DESC LIMIT 10"
260,Comparative and Ranking,"List all CAPEC patterns, ordered first by 'High' severity, then by 'High' likelihood.","MATCH (ca:UcoexCAPEC) RETURN ca.ucoexCAPEC_name, ca.ucoexSeverity, ca.ucoexLikelihood ORDER BY ca.ucoexSeverity DESC, ca.ucoexLikelihood DESC","MATCH (capec:UcoexCAPEC) WHERE capec.ucoexSeverity = 'High' AND capec.ucoexLikelihood = 'High' RETURN capec ORDER BY capec.ucoexSeverity DESC, capec.ucoexLikelihood DESC LIMIT 10","MATCH (ca:UcoexCAPEC)
RETURN ca.ucoexCAPEC_name AS patternName"
261,Comparative and Ranking,Find CVEs where the impact score is greater than the exploitability score.,"MATCH (c:UcoCVE) WHERE toFloat(c.ucoimpactScore) > toFloat(c.ucoexploitabilityScore) RETURN c.label, c.ucoimpactScore, c.ucoexploitabilityScore",MATCH (cve:UcoCVE) WHERE toFloat(cve.ucoimpactScore) > toFloat(cve.ucoexploitabilityScore) RETURN cve LIMIT 10,"MATCH (c:UcoCVE) WHERE toFloat(c.ucoimpactScore) > toFloat(c.ucoexploitabilityScore) RETURN DISTINCT c.label, c.ucoimpactScore, c.ucoexploitabilityScore ORDER BY toFloat(c.ucoimpactScore) DESC LIMIT 100"
262,Comparative and Ranking,List the top 10 most vulnerable products (CPEs) based on the number of 'CRITICAL' CVEs.,"MATCH (c:UcoCVE {ucobaseSeverity: 'CRITICAL'})-[:UCOEXHASCPE]->(p:UcoexCPE) RETURN p.cpeName, count(c) AS criticalCveCount ORDER BY criticalCveCount DESC LIMIT 10","MATCH (cve:UcoCVE)-[:UCOEXHASCPE]->(cpe:UcoexCPE)
WITH cpe, COUNT(cve) AS cnt
RETURN cpe.cpeName, cnt LIMIT 10","MATCH (cpe:UcoexCPE)<-[:UCOEXHASCPE]-(cv:UcoCVE {ucovulnStatus: 'CRITICAL'})
RETURN cpe.title AS product, COUNT(cv) AS critical_count
ORDER BY critical_count DESC LIMIT 10"
263,Comparative and Ranking,Rank 'Mobile' domain ATT&CK techniques by the number of available mitigations.,"MATCH (m:UcoexMITIGATIONS)-[:UCOEXMITIGATES]->(t:UcoexMITREATTACK {ucoexDOMAIN: 'Mobile'}) RETURN t.ucoexNAME, count(m) AS mitigationCount ORDER BY mitigationCount DESC","MATCH (mitigation:UcoexMITIGATIONS)-[:UCOEXMITIGATES]->(technique:UcoexMITREATTACK)
WITH mitigation, COUNT(mitigation) as cnt, technique
RETURN technique.ucoexNAME AS name, cnt","MATCH (t:UcoexMITREATTACK {ucoexDOMAIN: 'Enterprise/Mobile'})<-[:UCOEXMITIGATES]-(m:UcoexMITIGATIONS)
WITH t.ucoexNAME AS technique, COUNT(DISTINCT m) as mitigation_count
RETURN technique, mitigation_count ORDER BY mitigation_count DESC"
264,Comparative and Ranking,Which campaigns are attributed to the most threat groups?,"MATCH (c:UcoexCAMPAIGNS)-[:UCOEXATTRIBUTEDTO]->(g:UcoexGROUPS) RETURN c.ucoexNAME, count(g) AS groupCount ORDER BY groupCount DESC","MATCH (campaign:UcoexCAMPAIGNS)-[:UCOEXATTRIBUTEDTO]->(group:UcoexGROUPS)
WITH group, COUNT(campaign) AS cnt
RETURN DISTINCT group.ucoexNAME LIMIT 10","MATCH (c:UcoexCAMPAIGNS)<-[:UCOEXATTRIBUTEDTO]-(g:UcoexGROUPS)
RETURN c.ucoexNAME, count(DISTINCT g) as numGroups ORDER BY numGroups DESC LIMIT 1"
265,Comparative and Ranking,"List all CWEs, ordered by their likelihood of exploit (High to Low).","MATCH (w:UcoCWE) WHERE w.ucolikelihoodOfExploit IS NOT NULL RETURN w.ucocweID, w.ucocweName, w.ucolikelihoodOfExploit ORDER BY w.ucolikelihoodOfExploit DESC","MATCH (cwe:UcoCWE) RETURN cwe.ucolabel AS label, cwe.ucolLikelihoodOfExploit AS likelihood ORDER BY cwe.ucolikelihoodOfExploit DESC LIMIT 1000",MATCH (w:UcoCWE) RETURN w.uri AS uri ORDER BYtoFloat(w.ucolikelihoodOfExploit) DESC LIMIT 100
266,Comparative and Ranking,"Rank CAPEC patterns by severity (descending) and then by the skill required (ascending, assuming 'Low' is easier).","MATCH (ca:UcoexCAPEC) RETURN ca.ucoexCAPEC_name, ca.ucoexSeverity, ca.ucoexSkills_Required ORDER BY ca.ucoexSeverity DESC, ca.ucoexSkills_Required ASC","MATCH (capec:UcoexCAPEC) RETURN capec.ucoexSeverity AS Severity, capec.ucoexSkills_Required AS Skill ORDER BY Severity DESC, CASE WHEN capec.ucoexSkills_Required = ""Low"" THEN 0 ELSE 1 END ASC LIMIT 10","MATCH (ca:UcoexCAPEC)
RETURN ca.ucoexSeverity AS severity, ca.ucoexSkillRequired AS skill, ca.ucoexCAPEC_name"
267,Comparative and Ranking,List the top 5 least mitigated 'Enterprise' techniques used by 'APT29'.,"MATCH (g:UcoexGROUPS {ucoexNAME: 'APT29'})-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK {ucoexDOMAIN: 'Enterprise'}) OPTIONAL MATCH (m:UcoexMITIGATIONS)-[:UCOEXMITIGATES]->(t) RETURN t.ucoexNAME, count(m) AS mitigationCount ORDER BY mitigationCount ASC LIMIT 5","MATCH (group:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(technique:UcoexMITREATTACK) WHERE group.ucoexNAME = 'APT29' AND technique.ucoexDOMAIN = 'Enterprise' WITH technique, COUNT(DISTINCT(group)) AS mitigation_count ORDER BY mitigation_count ASC RETURN DISTINCT technique LIMIT 5","MATCH (g:UcoexGROUPS {ucoexNAME: 'APT29'})-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK {ucoexDOMAIN: 'Enterprise'}) OPTIONAL MATCH (m:UcoexMITIGATIONS)-[:UCOEXMITIGATES]->(t) RETURN t.ucoexNAME, count(m) AS mitigationCount ORDER BY mitigationCount ASC LIMIT 5"
268,Comparative and Ranking,Find CVEs with an exploitability score higher than 3.5 and an impact score lower than 5.0.,MATCH (c:UcoCVE) WHERE toFloat(c.ucoexploitabilityScore) > 3.5 AND toFloat(c.ucoimpactScore) < 5.0 RETURN c.label,MATCH (cve:UcoCVE) WHERE cve.ucoexploitabilityScore > 3.5 AND cve.ucoimpactScore < 5.0 RETURN cve LIMIT 10,"MATCH (cv:UcoCVE) WHERE toFloat(cv.ucoexploitabilityScore) > 3.5 AND toFloat(cv.ucoimpactScore) < 5.0 RETURN DISTINCT cv.label, cv.ucoexploitabilityScore, cv.ucoimpactScore ORDER BY cv.ucoexploitabilityScore DESC LIMIT 100"
269,Existence and Set Operations Queries,List all threat groups that have at least one known technique.,MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(:UcoexMITREATTACK) RETURN DISTINCT g.ucoexNAME,MATCH (group:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(technique:UcoexMITREATTACK) RETURN DISTINCT group LIMIT 100,MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(:UcoexMITREATTACK) RETURN count(DISTINCT g) AS groupsWithKnownTechniques
270,Existence and Set Operations Queries,Find all ATT&CK techniques that have no mitigations.,MATCH (t:UcoexMITREATTACK) WHERE NOT (t)<-[:UCOEXMITIGATES]-(:UcoexMITIGATIONS) RETURN t.ucoexNAME,MATCH (mitre:UcoexMITREATTACK) WHERE NOT EXISTS ((mitre)-[:UCOHASMITIGATION]->()) RETURN mitre LIMIT 10,MATCH (t:UcoexMITREATTACK) WHERE NOT EXISTS { (m:UcoexMITIGATIONS)-[:UCOEXMITIGATES]->(t) } RETURN t.ucoexNAME LIMIT 100
271,Existence and Set Operations Queries,List all software (UcoexSOFTWARE) that is not associated with any ATT&CK technique.,MATCH (s:UcoexSOFTWARE) WHERE NOT (s)-[:UCOEXSOFTWAREUSESTECHNIQUE]->(:UcoexMITREATTACK) RETURN s.ucoexNAME,MATCH (software:UcoexSOFTWARE) WHERE NOT ()-[:UCOEXSOFTWAREUSESTECHNIQUE]->(software) RETURN DISTINCT software.ucoexNAME,"MATCH (s:UcoexSOFTWARE)
RETURN DISTINCT s.ucoexNAME"
272,Existence and Set Operations Queries,Find all CWEs that have no observed real-world examples.,"MATCH (w:UcoCWE) WHERE NOT (w)-[:UCOHASOBSERVEDEXAMPLE]->(:UcoexObservedExample) RETURN w.ucocweID, w.ucocweName",MATCH (cwe:UcoCWE)-[:UCOHASOBSERVEDEXAMPLE]->(oe:UcoexObservedExample) WHERE NOT EXISTS((cwe)-[]->()) RETURN cwe LIMIT 10,MATCH (w:UcoCWE) WHERE NOT EXISTS { (w)-[:UCOHASOBSERVEDEXAMPLE]->(:UcoexObservedExample) } RETURN DISTINCT w.uri LIMIT 100
273,Existence and Set Operations Queries,"Find all details for a specific list of CVEs: 'CVE-2023-0001', 'CVE-2023-0002'.","MATCH (c:UcoCVE) WHERE c.label IN ['CVE-2023-0001', 'CVE-2023-0002'] RETURN c","MATCH (cve:UcoCVE) WHERE cve.label IN ['CVE-2023-0001', 'CVE-2023-0002'] RETURN cve, properties(cve)","MATCH (cv:UcoCVE) WHERE cv.label IN ['CVE-2023-0001', 'CVE-2023-0002'] RETURN cv LIMIT 100"
274,Existence and Set Operations Queries,"Find all groups that use any of the following techniques: 'Phishing', 'Data Encrypted for Impact'.","MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK) WHERE t.ucoexNAME IN ['Phishing', 'Data Encrypted for Impact'] RETURN DISTINCT g.ucoexNAME",MATCH (group:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(technique:UcoexMITREATTACK) WHERE technique.ucoexNAME CONTAINS 'Phishing' OR technique.ucoexNAME CONTAINS 'Data Encrypted for Impact' RETURN group,"MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK) WHERE t.ucoexNAME IN ['T1566 - Phishing', 'T1489 - Data Encrypted for Impact'] RETURN DISTINCT g.ucoexNAME"
275,Existence and Set Operations Queries,Which CVEs are not associated with any CPE (product)?,MATCH (c:UcoCVE) WHERE NOT (c)-[:UCOEXHASCPE]->(:UcoexCPE) RETURN c.label,MATCH (cve:UcoCVE) WHERE NOT EXISTS((cve)-[:UCOEXHASCPE]->()) RETURN cve LIMIT 10,MATCH (cv:UcoCVE) WHERE NOT EXISTS((cv)-[:UCOEXHASCPE]->(:UcoexCPE)) RETURN DISTINCT cv.label
