Category,NaturalLanguageQuestion,CypherQuery,CypherToQuestion
"Node Lookup Queries","Find the Exploit Target with the URI 'http://example.com/target1'.","MATCH (n:UcoExploitTarget {uri: 'http://example.com/target1'}) RETURN n","Show me all the information for the specific exploit target with the URI 'http://example.com/target1'."
"Node Lookup Queries","List all known Exploit Targets.","MATCH (n:UcoExploitTarget) RETURN n.uri","Get a list of all URIs for every exploit target in the database."
"Node Lookup Queries","Find all Exploit Targets whose URI contains 'gov'.","MATCH (n:UcoExploitTarget) WHERE n.uri CONTAINS 'gov' RETURN n.uri","Which exploit target URIs have the text 'gov' in them?"
"Node Lookup Queries","Find the CPE record for 'cpe:2.3:o:microsoft:windows_10'.","MATCH (n:UcoexCPE {cpeNameId: 'cpe:2.3:o:microsoft:windows_10'}) RETURN n","Show all data for the specific software record (CPE) identified by 'cpe:2.3:o:microsoft:windows_10'."
"Node Lookup Queries","Get the CPE details for the name 'Microsoft Windows 10'.","MATCH (n:UcoexCPE {cpeName: 'Microsoft Windows 10'}) RETURN n.cpeNameId, n.titles, n.lastModified","For the software entry named 'Microsoft Windows 10', what is its CPE ID, list of titles, and last modified date?"
"Node Lookup Queries","Find all CPEs with 'Adobe Acrobat' in their titles.","MATCH (n:UcoexCPE) WHERE n.titles CONTAINS 'Adobe Acrobat' RETURN n.cpeNameId, n.titles","Which software records (CPEs) mention 'Adobe Acrobat' in their titles? Show their CPE ID and the full titles."
"Node Lookup Queries","Find all CPEs last modified on '2023-10-27T18:10:00Z'.","MATCH (n:UcoexCPE {lastModified: '2023-10-27T18:10:00Z'}) RETURN n.cpeNameId, n.titles","Which software records (CPEs) were last modified at the exact time '2023-10-27T18:10:00Z'? Show their ID and titles."
"Node Lookup Queries","Get the definition for the MITRE D3FEND technique labeled 'D3FEND-Label-123'.","MATCH (n:UcoexMITRED3FEND {ucoexMITRED3FEND_LABEL: 'D3FEND-Label-123'}) RETURN n.ucoexMITRED3FEND_DEFINITION","What is the definition for the MITRE D3FEND defense technique with the label 'D3FEND-Label-123'?"
"Node Lookup Queries","Find all MITRE D3FEND techniques that mention 'decoy' in their definition.","MATCH (n:UcoexMITRED3FEND) WHERE n.ucoexMITRED3FEND_DEFINITION CONTAINS 'decoy' RETURN n.ucoexMITRED3FEND_LABEL, n.ucoexMITRED3FEND_DEFINITION","Which MITRE D3FEND defense techniques include the word 'decoy' in their definition? Show the label and the full definition."
"Node Lookup Queries","List all MITRE D3FEND technique labels.","MATCH (n:UcoexMITRED3FEND) RETURN n.ucoexMITRED3FEND_LABEL","Show me a complete list of all MITRE D3FEND technique labels."
"Node Lookup Queries","Find the Observed Example with the description 'Attacker seen using PowerShell'.","MATCH (n:UcoexObservedExample) WHERE n.ucoexDESCRIPTION CONTAINS 'Attacker seen using PowerShell' RETURN n","Find any real-world examples where the description contains 'Attacker seen using PowerShell' and show all details for them."
"Node Lookup Queries","Find all Observed Examples that mention 'lateral movement'.","MATCH (n:UcoexObservedExample) WHERE n.ucoexDESCRIPTION CONTAINS 'lateral movement' RETURN n.ucoexDESCRIPTION","Which real-world example descriptions mention 'lateral movement'?"
"Node Lookup Queries","List all Observed Example descriptions.","MATCH (n:UcoexObservedExample) RETURN n.ucoexDESCRIPTION","Show me the descriptions for every single real-world example in the database."
"Node Lookup Queries","Find the Tactic named 'Initial Access'.","MATCH (n:UcoexTACTICS {ucoexNAME: 'Initial Access'}) RETURN n.ucoexDESCRIPTION, n.ucoexDOMAIN, n.ucoexURL","For the tactic named 'Initial Access', what is its description, what domain does it belong to, and what is its URL?"
"Node Lookup Queries","List all Tactics in the 'Enterprise' domain.","MATCH (n:UcoexTACTICS {ucoexDOMAIN: 'Enterprise'}) RETURN n.ucoexNAME, n.ucoexDESCRIPTION","Show me all tactics that are part of the 'Enterprise' domain, along with their names and descriptions."
"Node Lookup Queries","Find all Tactics that include 'credential' in their description.","MATCH (n:UcoexTACTICS) WHERE n.ucoexDESCRIPTION CONTAINS 'credential' RETURN n.ucoexNAME, n.ucoexDOMAIN","Which tactics have descriptions that mention the word 'credential'? Show their name and what domain they are in."
"Node Lookup Queries","Get the details for the Tactic with the URL 'https://attack.mitre.org/tactics/TA0001/'.","MATCH (n:UcoexTACTICS {ucoexURL: 'https://attack.mitre.org/tactics/TA0001/'}) RETURN n.ucoexNAME, n.ucoexDESCRIPTION","What is the name and description for the tactic found at the URL 'https://attack.mitre.org/tactics/TA0001/'?"
